cod_cand,desc_lista
1348866,+EUROPA; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348867,+EUROPA; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348871,+EUROPA; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348872,+EUROPA; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348885,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1348890,UNIONE POPOLARE CON DE MAGISTRIS
1348891,UNIONE POPOLARE CON DE MAGISTRIS
1348894,UNIONE POPOLARE CON DE MAGISTRIS
1348900,VITA
1348902,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1348904,VITA
1348906,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1348907,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1348914,VITA
1348916,+EUROPA; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348923,UNIONE POPOLARE CON DE MAGISTRIS
1348928,UNIONE POPOLARE CON DE MAGISTRIS
1348931,UNIONE POPOLARE CON DE MAGISTRIS
1348933,UNIONE POPOLARE CON DE MAGISTRIS
1348937,UNIONE POPOLARE CON DE MAGISTRIS
1348940,UNIONE POPOLARE CON DE MAGISTRIS
1348941,UNIONE POPOLARE CON DE MAGISTRIS
1348944,UNIONE POPOLARE CON DE MAGISTRIS
1348947,UNIONE POPOLARE CON DE MAGISTRIS
1348982,VITA
1348983,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1348987,VITA
1348996,VITA
1348998,VITA
1349001,UNIONE POPOLARE CON DE MAGISTRIS
1349017,UNIONE POPOLARE CON DE MAGISTRIS
1349019,UNIONE POPOLARE CON DE MAGISTRIS
1349038,UNIONE POPOLARE CON DE MAGISTRIS
1349039,UNIONE POPOLARE CON DE MAGISTRIS
1349043,ITALEXIT PER L'ITALIA
1349046,UNIONE POPOLARE CON DE MAGISTRIS
1349070,MOVIMENTO 5 STELLE
1349076,ITALEXIT PER L'ITALIA
1349087,UNIONE POPOLARE CON DE MAGISTRIS
1349090,UNIONE POPOLARE CON DE MAGISTRIS
1349094,ITALEXIT PER L'ITALIA
1349095,ITALEXIT PER L'ITALIA
1349098,ITALEXIT PER L'ITALIA
1349099,ITALEXIT PER L'ITALIA
1349100,ITALEXIT PER L'ITALIA
1349101,ITALEXIT PER L'ITALIA
1349103,ITALEXIT PER L'ITALIA
1349123,ITALEXIT PER L'ITALIA
1349129,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1349132,MOVIMENTO 5 STELLE
1349133,AZIONE - ITALIA VIVA - CALENDA
1349144,AZIONE - ITALIA VIVA - CALENDA
1349145,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1349151,MOVIMENTO 5 STELLE
1349152,ITALEXIT PER L'ITALIA
1349153,MOVIMENTO 5 STELLE
1349154,ITALEXIT PER L'ITALIA
1349168,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1349172,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1349175,MOVIMENTO 5 STELLE
1349177,MOVIMENTO 5 STELLE
1349181,MOVIMENTO 5 STELLE
1349191,ITALEXIT PER L'ITALIA
1349193,AZIONE - ITALIA VIVA - CALENDA
1349199,AZIONE - ITALIA VIVA - CALENDA
1349208,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1349210,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1349218,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1349245,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1349292,ITALEXIT PER L'ITALIA
1349293,ITALEXIT PER L'ITALIA
1349296,ITALEXIT PER L'ITALIA
1349298,ITALEXIT PER L'ITALIA
1349306,ITALEXIT PER L'ITALIA
1349308,ITALEXIT PER L'ITALIA
1349319,ITALEXIT PER L'ITALIA
1349322,MOVIMENTO 5 STELLE
1349324,ITALEXIT PER L'ITALIA
1349337,MOVIMENTO 5 STELLE
1349340,MOVIMENTO 5 STELLE
1349344,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349347,ITALEXIT PER L'ITALIA
1349348,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349356,ITALEXIT PER L'ITALIA
1349358,ITALEXIT PER L'ITALIA
1349361,PARTITO COMUNISTA ITALIANO
1349363,PARTITO COMUNISTA ITALIANO
1349367,MOVIMENTO 5 STELLE
1349378,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349406,MOVIMENTO 5 STELLE
1349408,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1349410,MOVIMENTO 5 STELLE
1349417,VITA
1349428,MOVIMENTO 5 STELLE
1349442,PARTITO COMUNISTA ITALIANO
1349467,MOVIMENTO 5 STELLE
1349474,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349481,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349496,MOVIMENTO 5 STELLE
1349509,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349531,VITA
1349533,ITALEXIT PER L'ITALIA
1349536,VITA
1349539,VITA
1349552,VITA
1349563,VITA
1349565,VITA
1349567,VITA
1349570,VITA
1349584,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349595,SUD CHIAMA NORD
1349609,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349611,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349612,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349613,SUD CHIAMA NORD
1349614,SUD CHIAMA NORD
1349617,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349630,ITALEXIT PER L'ITALIA
1349632,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349634,ITALEXIT PER L'ITALIA
1349664,VITA
1349666,VITA
1349672,VITA
1349680,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349690,SUD CHIAMA NORD
1349693,ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA
1349698,ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA
1349699,SUD CHIAMA NORD
1349702,ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA
1349717,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1349724,SUD CHIAMA NORD
1349725,AZIONE - ITALIA VIVA - CALENDA
1349730,AZIONE - ITALIA VIVA - CALENDA
1349772,ITALEXIT PER L'ITALIA
1349782,ITALEXIT PER L'ITALIA
1349789,ITALEXIT PER L'ITALIA
1349791,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349823,ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA
1349827,ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA
1349832,ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA
1349837,ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA
1349838,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349842,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349850,MOVIMENTO 5 STELLE
1349857,MOVIMENTO 5 STELLE
1349861,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349875,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349899,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349935,MASTELLA NOI DI CENTRO EUROPEISTI
1349939,MASTELLA NOI DI CENTRO EUROPEISTI
1349944,MASTELLA NOI DI CENTRO EUROPEISTI
1349946,MOVIMENTO 5 STELLE
1349953,MOVIMENTO 5 STELLE
1349962,AZIONE - ITALIA VIVA - CALENDA
1349967,MOVIMENTO 5 STELLE
1349976,AZIONE - ITALIA VIVA - CALENDA
1349977,MASTELLA NOI DI CENTRO EUROPEISTI
1349990,MOVIMENTO 5 STELLE
1350086,MOVIMENTO 5 STELLE
1350106,MOVIMENTO 5 STELLE
1350111,AZIONE - ITALIA VIVA - CALENDA
1350112,MASTELLA NOI DI CENTRO EUROPEISTI
1350115,MOVIMENTO 5 STELLE
1350123,AZIONE - ITALIA VIVA - CALENDA
1350125,MASTELLA NOI DI CENTRO EUROPEISTI
1350135,AZIONE - ITALIA VIVA - CALENDA
1350141,UNIONE POPOLARE CON DE MAGISTRIS
1350144,AZIONE - ITALIA VIVA - CALENDA
1350150,UNIONE POPOLARE CON DE MAGISTRIS
1350155,AZIONE - ITALIA VIVA - CALENDA
1350160,AZIONE - ITALIA VIVA - CALENDA
1350171,LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350180,MOVIMENTO 5 STELLE
1350184,MASTELLA NOI DI CENTRO EUROPEISTI
1350197,AZIONE - ITALIA VIVA - CALENDA
1350201,UNIONE POPOLARE CON DE MAGISTRIS
1350216,VITA
1350219,VITA
1350231,ITALIA SOVRANA E POPOLARE
1350242,ITALIA SOVRANA E POPOLARE
1350248,MASTELLA NOI DI CENTRO EUROPEISTI
1350249,LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350252,LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350264,ITALIA SOVRANA E POPOLARE
1350269,ITALEXIT PER L'ITALIA
1350280,LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350286,LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350297,UNIONE POPOLARE CON DE MAGISTRIS
1350305,VITA
1350311,ITALIA SOVRANA E POPOLARE
1350317,ITALIA SOVRANA E POPOLARE
1350323,MOVIMENTO 5 STELLE
1350324,LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350327,MOVIMENTO 5 STELLE
1350328,LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350339,AZIONE - ITALIA VIVA - CALENDA
1350425,VITA
1350443,AZIONE - ITALIA VIVA - CALENDA
1350445,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; +EUROPA
1350449,UNIONE POPOLARE CON DE MAGISTRIS
1350450,AZIONE - ITALIA VIVA - CALENDA
1350455,MOVIMENTO 5 STELLE
1350456,AZIONE - ITALIA VIVA - CALENDA
1350465,AZIONE - ITALIA VIVA - CALENDA
1350466,ITALEXIT PER L'ITALIA
1350467,AZIONE - ITALIA VIVA - CALENDA
1350468,AZIONE - ITALIA VIVA - CALENDA
1350471,AZIONE - ITALIA VIVA - CALENDA
1350478,ITALEXIT PER L'ITALIA
1350479,ITALEXIT PER L'ITALIA
1350508,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; +EUROPA
1350515,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1350519,AZIONE - ITALIA VIVA - CALENDA
1350528,AZIONE - ITALIA VIVA - CALENDA
1350530,AZIONE - ITALIA VIVA - CALENDA
1350532,AZIONE - ITALIA VIVA - CALENDA
1350533,AZIONE - ITALIA VIVA - CALENDA
1350534,ITALEXIT PER L'ITALIA
1350536,ITALEXIT PER L'ITALIA
1350538,AZIONE - ITALIA VIVA - CALENDA
1350539,AZIONE - ITALIA VIVA - CALENDA
1350546,AZIONE - ITALIA VIVA - CALENDA
1350548,AZIONE - ITALIA VIVA - CALENDA
1350549,ITALEXIT PER L'ITALIA
1350558,ITALEXIT PER L'ITALIA
1350561,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1350567,AZIONE - ITALIA VIVA - CALENDA
1350572,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; +EUROPA
1350575,UNIONE POPOLARE CON DE MAGISTRIS
1350635,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1350637,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1350639,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA
1350644,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA
1350646,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA
1350647,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1350648,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1350649,AZIONE - ITALIA VIVA - CALENDA
1350651,AZIONE - ITALIA VIVA - CALENDA
1350654,AZIONE - ITALIA VIVA - CALENDA
1350655,AZIONE - ITALIA VIVA - CALENDA
1350657,AZIONE - ITALIA VIVA - CALENDA
1350658,AZIONE - ITALIA VIVA - CALENDA
1350663,AZIONE - ITALIA VIVA - CALENDA
1350680,ITALEXIT PER L'ITALIA
1350682,ITALIA SOVRANA E POPOLARE
1350694,ITALIA SOVRANA E POPOLARE
1350700,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350709,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350712,UNIONE POPOLARE CON DE MAGISTRIS
1350715,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350718,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350720,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350721,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350722,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350726,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350739,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350744,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350745,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350757,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350782,MOVIMENTO 5 STELLE
1350784,ITALEXIT PER L'ITALIA
1350790,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1350794,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350796,AZIONE - ITALIA VIVA - CALENDA
1350797,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350799,AZIONE - ITALIA VIVA - CALENDA
1350800,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; ALLEANZA VERDI E SINISTRA; +EUROPA
1350803,AZIONE - ITALIA VIVA - CALENDA
1350806,AZIONE - ITALIA VIVA - CALENDA
1350807,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350808,AZIONE - ITALIA VIVA - CALENDA
1350809,AZIONE - ITALIA VIVA - CALENDA
1350810,MOVIMENTO 5 STELLE
1350814,ITALIA SOVRANA E POPOLARE
1350818,ITALEXIT PER L'ITALIA
1350824,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1350828,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350830,ITALEXIT PER L'ITALIA
1350835,ITALEXIT PER L'ITALIA
1350836,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350841,ITALEXIT PER L'ITALIA
1350853,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350858,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1350860,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
