cod_cand,lista,num_lista,cod_lista,desc_lista
1349498,2,10,417333,FRATELLI D'ITALIA CON GIORGIA MELONI
1349498,3,11,418189,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349512,0,8,418185,FORZA ITALIA
1349512,1,9,417925,LEGA PER SALVINI PREMIER
1349512,2,10,417338,FRATELLI D'ITALIA CON GIORGIA MELONI
1349512,3,11,418194,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349514,0,8,418185,FORZA ITALIA
1349514,1,9,417925,LEGA PER SALVINI PREMIER
1349514,2,10,417338,FRATELLI D'ITALIA CON GIORGIA MELONI
1349514,3,11,418194,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349620,0,14,417677,PARTITO COMUNISTA ITALIANO
1349624,0,14,417677,PARTITO COMUNISTA ITALIANO
1349640,0,14,417677,PARTITO COMUNISTA ITALIANO
1349642,0,14,417677,PARTITO COMUNISTA ITALIANO
1349649,0,6,421172,ALLEANZA VERDI E SINISTRA
1349649,1,7,417233,+EUROPA
1349649,2,8,417241,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349649,3,9,419319,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349663,0,1,419779,FRATELLI D'ITALIA CON GIORGIA MELONI
1349663,1,2,419613,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349663,2,3,417683,LEGA PER SALVINI PREMIER
1349663,3,4,417671,FORZA ITALIA
1349669,0,6,421176,ALLEANZA VERDI E SINISTRA
1349669,1,7,417237,+EUROPA
1349669,2,8,417245,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349669,3,9,419323,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349674,0,1,419779,FRATELLI D'ITALIA CON GIORGIA MELONI
1349674,1,2,419613,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349674,2,3,417683,LEGA PER SALVINI PREMIER
1349674,3,4,417671,FORZA ITALIA
1349679,0,6,421176,ALLEANZA VERDI E SINISTRA
1349679,1,7,417237,+EUROPA
1349679,2,8,417245,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349679,3,9,419323,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349718,0,13,417197,AZIONE - ITALIA VIVA - CALENDA
1349728,0,13,417197,AZIONE - ITALIA VIVA - CALENDA
1349739,0,13,417197,AZIONE - ITALIA VIVA - CALENDA
1349755,0,6,421172,ALLEANZA VERDI E SINISTRA
1349755,1,7,417233,+EUROPA
1349755,2,8,417241,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349755,3,9,419319,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349759,0,14,417677,PARTITO COMUNISTA ITALIANO
1349763,0,6,421172,ALLEANZA VERDI E SINISTRA
1349763,1,7,417233,+EUROPA
1349763,2,8,417241,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349763,3,9,419319,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349770,0,1,419779,FRATELLI D'ITALIA CON GIORGIA MELONI
1349770,1,2,419613,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349770,2,3,417683,LEGA PER SALVINI PREMIER
1349770,3,4,417671,FORZA ITALIA
1349775,0,6,421176,ALLEANZA VERDI E SINISTRA
1349775,1,7,417237,+EUROPA
1349775,2,8,417245,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349775,3,9,419323,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349776,0,1,419779,FRATELLI D'ITALIA CON GIORGIA MELONI
1349776,1,2,419613,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349776,2,3,417683,LEGA PER SALVINI PREMIER
1349776,3,4,417671,FORZA ITALIA
1349785,0,1,419779,FRATELLI D'ITALIA CON GIORGIA MELONI
1349785,1,2,419613,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349785,2,3,417683,LEGA PER SALVINI PREMIER
1349785,3,4,417671,FORZA ITALIA
1349793,0,15,415976,MOVIMENTO 5 STELLE
1349841,0,7,417689,MOVIMENTO 5 STELLE
1349853,0,2,417504,UNIONE POPOLARE CON DE MAGISTRIS
1349855,0,13,417506,MOVIMENTO 5 STELLE
1349864,0,1,417512,VITA
1349866,0,16,417514,ITALIA SOVRANA E POPOLARE
1349870,0,8,417516,ITALEXIT PER L'ITALIA
1349903,0,7,417689,MOVIMENTO 5 STELLE
1349905,0,7,417689,MOVIMENTO 5 STELLE
1349910,0,7,417689,MOVIMENTO 5 STELLE
1349913,0,7,417689,MOVIMENTO 5 STELLE
1349936,0,2,419011,+EUROPA
1349936,1,3,420461,ALLEANZA VERDI E SINISTRA
1349936,2,4,417706,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349936,3,5,419699,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349968,0,2,419016,+EUROPA
1349968,1,3,420466,ALLEANZA VERDI E SINISTRA
1349968,2,4,417711,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349968,3,5,419704,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349983,0,2,419011,+EUROPA
1349983,1,3,420461,ALLEANZA VERDI E SINISTRA
1349983,2,4,417706,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349983,3,5,419699,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349985,0,2,419011,+EUROPA
1349985,1,3,420461,ALLEANZA VERDI E SINISTRA
1349985,2,4,417706,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349985,3,5,419699,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349988,0,2,419011,+EUROPA
1349988,1,3,420461,ALLEANZA VERDI E SINISTRA
1349988,2,4,417706,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349988,3,5,419699,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349999,0,16,417906,VITA
1350000,0,16,417906,VITA
1350007,0,16,417909,VITA
1350010,0,12,417881,AZIONE - ITALIA VIVA - CALENDA
1350014,0,12,417992,MASTELLA NOI DI CENTRO EUROPEISTI
1350018,0,12,417992,MASTELLA NOI DI CENTRO EUROPEISTI
1350028,0,12,417878,AZIONE - ITALIA VIVA - CALENDA
1350030,0,8,416611,UNIONE POPOLARE CON DE MAGISTRIS
1350031,0,12,417878,AZIONE - ITALIA VIVA - CALENDA
1350054,0,5,417857,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350054,1,6,417163,LEGA PER SALVINI PREMIER
1350054,2,7,417852,FORZA ITALIA
1350054,3,8,417078,FRATELLI D'ITALIA CON GIORGIA MELONI
1350058,0,5,417857,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350058,1,6,417163,LEGA PER SALVINI PREMIER
1350058,2,7,417852,FORZA ITALIA
1350058,3,8,417078,FRATELLI D'ITALIA CON GIORGIA MELONI
1350065,0,17,417900,AZIONE - ITALIA VIVA - CALENDA
1350071,0,2,417738,FRATELLI D'ITALIA CON GIORGIA MELONI
1350071,1,3,417967,FORZA ITALIA
1350071,2,4,416785,LEGA PER SALVINI PREMIER
1350071,3,5,417496,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350073,0,15,417717,PARTITO COMUNISTA ITALIANO
1350075,0,2,417742,FRATELLI D'ITALIA CON GIORGIA MELONI
1350075,1,3,417971,FORZA ITALIA
1350075,2,4,416789,LEGA PER SALVINI PREMIER
1350075,3,5,417500,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350098,0,6,416678,ITALIA SOVRANA E POPOLARE
1350105,0,2,419016,+EUROPA
1350105,1,3,420466,ALLEANZA VERDI E SINISTRA
1350105,2,4,417711,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1350105,3,5,419704,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350118,0,16,417909,VITA
1350146,0,12,417881,AZIONE - ITALIA VIVA - CALENDA
1350153,0,12,417881,AZIONE - ITALIA VIVA - CALENDA
1350158,0,9,417746,AZIONE - ITALIA VIVA - CALENDA
1350165,0,9,417746,AZIONE - ITALIA VIVA - CALENDA
1350169,0,12,417992,MASTELLA NOI DI CENTRO EUROPEISTI
1350173,0,9,417746,AZIONE - ITALIA VIVA - CALENDA
1350179,0,9,417746,AZIONE - ITALIA VIVA - CALENDA
1350183,0,2,419016,+EUROPA
1350183,1,3,420466,ALLEANZA VERDI E SINISTRA
1350183,2,4,417711,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1350183,3,5,419704,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350191,0,7,416830,ITALEXIT PER L'ITALIA
1350193,0,16,417909,VITA
1350203,0,5,416715,MOVIMENTO 5 STELLE
1350253,0,12,417997,MASTELLA NOI DI CENTRO EUROPEISTI
1350257,0,12,417997,MASTELLA NOI DI CENTRO EUROPEISTI
1350281,0,12,417992,MASTELLA NOI DI CENTRO EUROPEISTI
1350343,0,12,417997,MASTELLA NOI DI CENTRO EUROPEISTI
1350346,0,1,416647,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1350346,1,2,416848,ALLEANZA VERDI E SINISTRA
1350346,2,3,419043,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350346,3,4,419034,+EUROPA
1350347,0,15,416631,VITA
1350352,0,10,416961,FORZA ITALIA
1350352,1,11,419039,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350352,2,12,416850,FRATELLI D'ITALIA CON GIORGIA MELONI
1350352,3,13,419036,LEGA PER SALVINI PREMIER
1350385,0,15,417717,PARTITO COMUNISTA ITALIANO
1350395,0,2,417738,FRATELLI D'ITALIA CON GIORGIA MELONI
1350395,1,3,417967,FORZA ITALIA
1350395,2,4,416785,LEGA PER SALVINI PREMIER
1350395,3,5,417496,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350405,0,12,418159,AZIONE - ITALIA VIVA - CALENDA
1350408,0,2,417738,FRATELLI D'ITALIA CON GIORGIA MELONI
1350408,1,3,417967,FORZA ITALIA
1350408,2,4,416785,LEGA PER SALVINI PREMIER
1350408,3,5,417496,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350410,0,12,418159,AZIONE - ITALIA VIVA - CALENDA
1350411,0,2,417742,FRATELLI D'ITALIA CON GIORGIA MELONI
1350411,1,3,417971,FORZA ITALIA
1350411,2,4,416789,LEGA PER SALVINI PREMIER
1350411,3,5,417500,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350416,0,2,417742,FRATELLI D'ITALIA CON GIORGIA MELONI
1350416,1,3,417971,FORZA ITALIA
1350416,2,4,416789,LEGA PER SALVINI PREMIER
1350416,3,5,417500,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350426,0,12,418162,AZIONE - ITALIA VIVA - CALENDA
1350442,0,10,418073,ITALIA SOVRANA E POPOLARE
1350446,0,1,418174,MOVIMENTO 5 STELLE
1350487,0,17,417900,AZIONE - ITALIA VIVA - CALENDA
1350522,0,14,416649,AZIONE - ITALIA VIVA - CALENDA
1350524,0,13,418178,MASTELLA NOI DI CENTRO EUROPEISTI
1350564,0,7,417274,FORZA ITALIA
1350564,1,8,417701,LEGA PER SALVINI PREMIER
1350564,2,10,418083,FRATELLI D'ITALIA CON GIORGIA MELONI
1350564,3,12,418560,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350582,0,12,418162,AZIONE - ITALIA VIVA - CALENDA
1350585,0,12,418162,AZIONE - ITALIA VIVA - CALENDA
1350603,0,7,418111,MOVIMENTO 5 STELLE
1350613,0,6,418456,ITALEXIT PER L'ITALIA
1350618,0,6,418456,ITALEXIT PER L'ITALIA
1350683,0,7,418111,MOVIMENTO 5 STELLE
1350684,0,7,418111,MOVIMENTO 5 STELLE
1350693,0,13,418153,VITA
1350696,0,13,418153,VITA
1350702,0,13,418356,VITA
1350703,0,13,418356,VITA
1350705,0,13,418356,VITA
1350706,0,6,418456,ITALEXIT PER L'ITALIA
1350710,0,6,418456,ITALEXIT PER L'ITALIA
1350751,0,7,417274,FORZA ITALIA
1350751,1,8,417701,LEGA PER SALVINI PREMIER
1350751,2,10,418083,FRATELLI D'ITALIA CON GIORGIA MELONI
1350751,3,12,418560,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1351026,0,7,417274,FORZA ITALIA
1351026,1,8,417701,LEGA PER SALVINI PREMIER
1351026,2,10,418083,FRATELLI D'ITALIA CON GIORGIA MELONI
1351026,3,12,418560,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1351079,0,12,419503,+EUROPA
1351079,1,13,416772,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351079,2,14,417488,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1351079,3,15,417984,ALLEANZA VERDI E SINISTRA
1351107,0,7,417274,FORZA ITALIA
1351107,1,8,417701,LEGA PER SALVINI PREMIER
1351107,2,10,418083,FRATELLI D'ITALIA CON GIORGIA MELONI
1351107,3,12,418560,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1351181,0,12,419503,+EUROPA
1351181,1,13,416772,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351181,2,14,417488,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1351181,3,15,417984,ALLEANZA VERDI E SINISTRA
1351182,0,12,419503,+EUROPA
1351182,1,13,416772,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351182,2,14,417488,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1351182,3,15,417984,ALLEANZA VERDI E SINISTRA
1351183,0,12,419507,+EUROPA
1351183,1,13,416776,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351183,2,14,417492,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1351183,3,15,417988,ALLEANZA VERDI E SINISTRA
1351184,0,12,419507,+EUROPA
1351184,1,13,416776,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351184,2,14,417492,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1351184,3,15,417988,ALLEANZA VERDI E SINISTRA
1351244,0,14,418794,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351246,0,14,418794,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351250,0,14,418797,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351251,0,14,418797,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351264,0,9,417963,AZIONE - ITALIA VIVA - CALENDA
1351280,0,12,419507,+EUROPA
1351280,1,13,416776,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351280,2,14,417492,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1351280,3,15,417988,ALLEANZA VERDI E SINISTRA
1351438,0,9,417959,AZIONE - ITALIA VIVA - CALENDA
1351440,0,9,417959,AZIONE - ITALIA VIVA - CALENDA
1351446,0,9,417963,AZIONE - ITALIA VIVA - CALENDA
1351450,0,9,417963,AZIONE - ITALIA VIVA - CALENDA
1351509,0,14,418797,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351528,0,9,417959,AZIONE - ITALIA VIVA - CALENDA
1351579,0,13,418233,ITALIA SOVRANA E POPOLARE
1351692,0,13,418233,ITALIA SOVRANA E POPOLARE
1351705,0,13,418230,ITALIA SOVRANA E POPOLARE
1351715,0,4,419370,ALLEANZA VERDI E SINISTRA
1351715,1,5,419310,+EUROPA
1351715,2,6,419213,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1351715,3,7,419308,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351743,0,9,419291,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1351743,1,10,419377,LEGA PER SALVINI PREMIER
1351743,2,11,419278,FORZA ITALIA
1351743,3,12,419306,FRATELLI D'ITALIA CON GIORGIA MELONI
1351747,0,14,419237,MASTELLA NOI DI CENTRO EUROPEISTI
1351755,0,6,419413,FRATELLI D'ITALIA CON GIORGIA MELONI
1351755,1,7,419419,FORZA ITALIA
1351755,2,8,419405,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1351755,3,9,419411,LEGA PER SALVINI PREMIER
1351761,0,3,419315,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351784,0,13,418233,ITALIA SOVRANA E POPOLARE
1351794,0,13,418230,ITALIA SOVRANA E POPOLARE
1351854,0,15,419253,AZIONE - ITALIA VIVA - CALENDA
1352003,0,2,419423,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352003,1,3,419409,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1352003,2,4,419407,+EUROPA
1352003,3,5,419415,ALLEANZA VERDI E SINISTRA
1352013,0,11,419417,AZIONE - ITALIA VIVA - CALENDA
1352024,0,12,419515,UNIONE POPOLARE CON DE MAGISTRIS
1352031,0,9,419041,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352045,0,12,419519,UNIONE POPOLARE CON DE MAGISTRIS
1352051,0,12,419519,UNIONE POPOLARE CON DE MAGISTRIS
1352084,0,12,419421,UNIONE POPOLARE CON DE MAGISTRIS
1352091,0,12,419515,UNIONE POPOLARE CON DE MAGISTRIS
1352097,0,12,419515,UNIONE POPOLARE CON DE MAGISTRIS
1352162,0,17,419641,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352173,0,17,419641,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352178,0,13,419961,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352222,0,13,419961,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352228,0,13,419961,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352234,0,17,419641,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352238,0,6,417465,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352238,1,7,420739,LEGA PER SALVINI PREMIER
1352238,2,8,418821,FRATELLI D'ITALIA CON GIORGIA MELONI
1352238,3,9,417179,FORZA ITALIA
1352251,0,6,417465,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352251,1,7,420739,LEGA PER SALVINI PREMIER
1352251,2,8,418821,FRATELLI D'ITALIA CON GIORGIA MELONI
1352251,3,9,417179,FORZA ITALIA
1352258,0,13,419889,AZIONE - ITALIA VIVA - CALENDA
1352266,0,13,419889,AZIONE - ITALIA VIVA - CALENDA
1352321,0,17,419641,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352330,0,17,419641,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352337,0,13,419884,AZIONE - ITALIA VIVA - CALENDA
1352348,0,6,417465,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352348,1,7,420739,LEGA PER SALVINI PREMIER
1352348,2,8,418821,FRATELLI D'ITALIA CON GIORGIA MELONI
1352348,3,9,417179,FORZA ITALIA
1352349,0,13,419884,AZIONE - ITALIA VIVA - CALENDA
1352352,0,13,419884,AZIONE - ITALIA VIVA - CALENDA
1352358,0,13,419884,AZIONE - ITALIA VIVA - CALENDA
1352359,0,6,417469,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352359,1,7,420743,LEGA PER SALVINI PREMIER
1352359,2,8,418825,FRATELLI D'ITALIA CON GIORGIA MELONI
1352359,3,9,417183,FORZA ITALIA
1352410,0,6,417469,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352410,1,7,420743,LEGA PER SALVINI PREMIER
1352410,2,8,418825,FRATELLI D'ITALIA CON GIORGIA MELONI
1352410,3,9,417183,FORZA ITALIA
1352415,0,6,417469,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352415,1,7,420743,LEGA PER SALVINI PREMIER
1352415,2,8,418825,FRATELLI D'ITALIA CON GIORGIA MELONI
1352415,3,9,417183,FORZA ITALIA
1352417,0,6,417469,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352417,1,7,420743,LEGA PER SALVINI PREMIER
1352417,2,8,418825,FRATELLI D'ITALIA CON GIORGIA MELONI
1352417,3,9,417183,FORZA ITALIA
1352423,0,15,419874,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352435,0,1,417007,+EUROPA
1352435,1,2,418835,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1352435,2,3,417207,ALLEANZA VERDI E SINISTRA
1352435,3,4,418807,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352448,0,1,417007,+EUROPA
1352448,1,2,418835,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1352448,2,3,417207,ALLEANZA VERDI E SINISTRA
1352448,3,4,418807,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352457,0,1,417007,+EUROPA
1352457,1,2,418835,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1352457,2,3,417207,ALLEANZA VERDI E SINISTRA
1352457,3,4,418807,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352478,0,1,417011,+EUROPA
1352478,1,2,418839,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1352478,2,3,417211,ALLEANZA VERDI E SINISTRA
1352478,3,4,418811,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352481,0,15,419871,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352488,0,15,419871,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352520,0,1,417011,+EUROPA
1352520,1,2,418839,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1352520,2,3,417211,ALLEANZA VERDI E SINISTRA
1352520,3,4,418811,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352521,0,6,417474,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1352521,1,7,420748,LEGA PER SALVINI PREMIER
1352521,2,8,418830,FRATELLI D'ITALIA CON GIORGIA MELONI
1352521,3,9,417188,FORZA ITALIA
1352526,0,1,417011,+EUROPA
1352526,1,2,418839,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1352526,2,3,417211,ALLEANZA VERDI E SINISTRA
1352526,3,4,418811,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352532,0,1,420163,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352543,0,1,417016,+EUROPA
1352543,1,2,418844,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
